,DELAY BETWEEN RATES (ms),Batch Size,Number of Batches (per run),Number of runs,Delay Increment,Batch Size Increment,,,,,,
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.385,109.393,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.385,109.393,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.444,1.44412,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10619,1.10619,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.444,1.44412,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10619,1.10619,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10619,1.10619,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.462,124.472,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.462,124.472,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.444,1.44412,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.444,1.44412,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.461,124.47,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.461,124.47,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.461,124.47,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.461,124.47,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.444,1.44407,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.444,1.44407,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67322,3.67345,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67322,3.67345,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67322,3.67345,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10617,1.10617,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10617,1.10617,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10617,1.10617,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78802,0.78806,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78802,0.78806,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13792,1.13801,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13792,1.13801,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13792,1.13801,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13792,1.13801,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10609,1.10617,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10609,1.10617,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10609,1.10617,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.461,124.47,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.461,124.47,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13792,1.13801,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13792,1.13801,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.444,1.44407,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.444,1.44407,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78803,0.78809,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78803,0.78809,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.371,109.379,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.371,109.379,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44394,1.44406,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44394,1.44406,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.371,109.379,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.371,109.379,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.46,124.47,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.46,124.47,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13792,1.13802,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13792,1.13802,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.371,109.379,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.371,109.379,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13794,1.13803,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13794,1.13803,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10609,1.10617,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67348,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10609,1.10617,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10609,1.10617,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67348,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67348,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.371,109.375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.371,109.375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.371,109.375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.371,109.375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.46,124.47,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.46,124.47,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13794,1.13803,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13794,1.13803,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10617,1.10617,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10617,1.10617,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10617,1.10617,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.366,109.374,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.366,109.374,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10617,1.10617,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10617,1.10617,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10617,1.10617,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.459,124.466,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.459,124.466,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67348,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67348,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67348,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.459,124.466,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.459,124.466,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78791,0.78797,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78791,0.78797,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13794,1.13803,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13794,1.13803,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10619,1.10619,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10619,1.10619,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10619,1.10619,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67315,3.67345,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67315,3.67345,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67315,3.67345,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10619,1.10627,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10619,1.10627,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.456,124.466,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10619,1.10627,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.456,124.466,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.456,124.466,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.456,124.466,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13794,1.13804,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13794,1.13804,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44419,1.44431,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44419,1.44431,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44419,1.44431,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44419,1.44431,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.366,109.374,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13794,1.13804,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10619,1.10627,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.366,109.374,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13794,1.13804,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10619,1.10627,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10619,1.10627,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78791,0.78797,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78791,0.78797,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.456,124.466,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67315,3.67345,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.456,124.466,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67315,3.67345,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67315,3.67345,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67315,3.67345,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67315,3.67345,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67315,3.67345,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.366,109.374,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.366,109.374,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78791,0.78797,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78791,0.78797,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10619,1.10627,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10619,1.10627,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10619,1.10627,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.456,124.466,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.456,124.466,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10619,1.10627,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10619,1.10627,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10619,1.10627,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10629,1.10629,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10629,1.10629,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10629,1.10629,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.366,109.374,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.366,109.374,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.1381,1.1382,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.1381,1.1382,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.37,109.375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.37,109.375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.37,109.375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.37,109.375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67315,3.67345,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67315,3.67345,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67315,3.67345,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78797,0.78797,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78797,0.78797,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.37,109.378,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.37,109.378,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67322,3.67345,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67322,3.67345,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67322,3.67345,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67322,3.67345,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67322,3.67345,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67322,3.67345,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44399,1.44411,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44399,1.44411,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.478,124.488,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.478,124.488,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78814,0.7882,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78814,0.7882,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10629,1.10637,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10629,1.10637,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10629,1.10637,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.478,124.481,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.478,124.481,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10629,1.10637,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10629,1.10637,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10629,1.10637,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.478,124.481,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.478,124.481,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.1381,1.1382,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.1381,1.1382,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67358,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67358,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67358,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.37,109.378,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.37,109.378,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.1381,1.13817,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.1381,1.13817,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78802,0.78808,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78802,0.78808,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.478,124.481,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.478,124.481,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44415,1.44427,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44415,1.44427,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67358,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67358,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67358,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.1381,1.13817,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.1381,1.13817,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67358,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67358,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67358,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.37,109.378,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.37,109.378,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.47,124.48,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.47,124.48,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.369,109.374,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.369,109.374,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10629,1.10631,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10629,1.10631,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10629,1.10631,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.369,109.374,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.369,109.374,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67365,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67365,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67365,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.1381,1.13817,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.1381,1.13817,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44415,1.44427,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44415,1.44427,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10627,1.10629,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10627,1.10629,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10627,1.10629,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.366,109.374,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.366,109.374,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.47,124.48,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.47,124.48,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13806,1.13816,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13806,1.13816,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10627,1.10629,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10627,1.10629,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10627,1.10629,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78802,0.78808,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78802,0.78808,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10621,1.10629,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10621,1.10629,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10621,1.10629,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44415,1.44427,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44415,1.44427,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.366,109.374,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.366,109.374,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13806,1.13816,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13806,1.13816,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78802,0.78808,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78802,0.78808,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10621,1.10629,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10621,1.10629,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10621,1.10629,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.47,124.48,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.47,124.48,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67365,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67365,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67365,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67365,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67365,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67365,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.47,124.48,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.47,124.48,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78802,0.78808,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78802,0.78808,Market,0,A
